,Provider Name,Procedures,Provider State,Region,Count Of Services,Charges,Payment,Cluster_22
2847,THE REGIONAL MEDICAL CENTER OF ACADIANA,55,1,1,2028,2256188.4000000004,414269.26999999996,14
2848,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,106,1,1,151142,5266734.719999998,1299364.9000000004,9
2849,THEDA CLARK MED CTR,56,1,1,3314,570354.1499999999,299899.06000000006,0
2850,THIBODAUX REGIONAL MEDICAL CENTER,80,1,1,6685,2223531.420000001,579175.4799999999,1
2851,THOMAS HOSPITAL,79,1,1,5039,1748971.0899999996,486622.47000000003,14
2852,THOMAS JEFFERSON UNIVERSITY HOSPITAL,118,1,1,17860,6164505.619999998,1335005.8300000005,10
2853,THOMAS MEMORIAL HOSPITAL,88,1,1,6017,1490930.7400000002,508211.8400000001,14
2854,THOMASVILLE MEDICAL CENTER,32,1,1,1348,377066.17999999993,166322.4,7
2855,THOREK MEMORIAL HOSPITAL,48,1,1,7733,663239.6299999998,326919.7300000001,0
2856,THREE RIVERS COMMUNITY HOSPITAL,66,1,1,7726,1288940.8099999998,400790.51000000007,14
2857,THREE RIVERS HEALTH,27,1,1,1253,255647.12000000002,123710.32000000002,7
2858,THREE RIVERS MEDICAL CENTER,45,1,1,1840,751144.1599999999,152722.27000000002,0
2859,TIFT REGIONAL MEDICAL CENTER,90,1,1,9211,2462106.5999999973,689275.9899999999,1
2860,TIMPANOGOS REGIONAL HOSPITAL,15,1,1,555,182490.68,50706.47,20
2861,TIPPAH COUNTY HOSPITAL,20,1,1,448,146116.36,122858.86,20
2862,TISHOMINGO HEALTH SERVICES INC,27,1,1,1142,238875.28000000006,100901.4,7
2863,TITUS REGIONAL MEDICAL CENTER,53,1,1,6693,664308.2000000002,280841.41,0
2864,TITUSVILLE HOSPITAL,26,1,1,1523,135365.13999999998,143043.40000000002,7
2865,TLC HEALTH NETWORK,24,1,1,1000,124259.26000000001,82592.01000000001,20
2866,TOLEDO HOSPITAL THE,115,1,1,19167,4843518.399999999,964915.2599999998,16
2867,TOMBALL REGIONAL MEDICAL CENTER,86,1,1,6131,2705557.9999999995,604090.17,1
2868,TOPPENISH COMMUNITY HOSPITAL,10,1,1,160,153272.78,61599.98,20
2869,TOPS SURGICAL SPECIALTY HOSPITAL,4,1,1,412,101635.70999999999,39253.799999999996,20
2870,TORRANCE MEMORIAL MEDICAL CENTER,108,1,1,11228,6791267.25,1024494.3600000001,10
2871,TOUCHETTE REGIONAL HOSPITAL INC,23,1,1,796,234864.52999999997,135408.34000000003,7
2872,TOURO INFIRMARY,72,1,1,16294,2657429.3699999996,567365.5499999998,1
2873,TOWN & COUNTRY HOSPITAL,39,1,1,1560,1133197.9300000002,206550.74000000005,0
2874,TRACE REGIONAL HOSP AND SWING BED,20,1,1,621,182537.08999999994,93264.86000000002,20
2875,TREASURE VALLEY HOSPITAL,2,1,1,122,59378.340000000004,21484.48,20
2876,TRI COUNTY HOSPITAL - WILLISTON,8,1,1,139,38792.229999999996,26619.02,20
2877,TRI LAKES MEDICAL CENTER,21,1,1,860,211447.48,73372.64000000003,20
2878,TRI-CITY MEDICAL CENTER,91,1,1,6522,3837613.969999999,860031.3500000003,18
2879,TRI-CITY REGIONAL MEDICAL CENTER,45,1,1,1624,1704363.3000000003,413049.8100000002,0
2880,TRIDENT MEDICAL CENTER,117,1,1,12519,5490912.600000001,954031.8099999999,16
2881,TRINITAS REGIONAL MEDICAL CENTER,77,1,1,2500,4653024.300000002,902922.46,18
2882,TRINITY BETTENDORF,44,1,1,3572,558721.2400000002,201910.64000000007,0
2883,TRINITY HOSPITAL OF AUGUSTA,41,1,1,2911,757129.1899999998,203932.43999999997,0
2884,TRINITY HOSPITALS,81,1,1,11731,1316428.18,607750.7200000001,1
2885,TRINITY MEDICAL CENTER,103,2,2,7509,5887772.779999999,903057.46,5
2886,TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,92,1,1,8844,1276978.7400000005,571670.9800000002,1
2887,TRINITY MUSCATINE,32,1,1,1992,336651.1399999999,158708.72999999995,7
2888,TRINITY REGIONAL MEDICAL CENTER,71,1,1,7739,1237277.6199999994,412320.80000000005,14
2889,TRINITY ROCK ISLAND,122,1,1,14395,2155889.34,836765.4099999999,18
2890,TRMC OF ORANGEBURG & CALHOUN,80,1,1,13286,2437138.0499999993,668082.4599999998,1
2891,TROY REGIONAL MEDICAL CENTER,29,1,1,1482,460028.96,153841.09999999998,7
2892,TRUMAN MEDICAL CENTER HOSPITAL HILL,61,1,1,17070,705579.4899999999,466319.5299999999,14
2893,TRUMAN MEDICAL CENTER LAKEWOOD,25,1,1,2359,127943.12999999998,96522.89000000001,7
2894,TRUMBULL MEMORIAL HOSPITAL,90,1,1,5184,2473636.4399999985,501082.58,1
2895,TRUSTPOINT HOSPITAL,4,1,1,70,40410.14,22842.11,20
2896,TUALITY COMMUNITY HOSPITAL,40,1,1,13342,661638.87,210397.69999999998,0
2897,TUBA CITY REGIONAL HEALTH CARE CORPORATION,14,1,1,267,179851.58999999997,121975.83000000002,20
2898,TUCSON MEDICAL CENTER,112,1,1,6848,3098616.29,959782.1400000001,18
2899,TUFTS MEDICAL CENTER,114,1,1,86968,2988355.699999999,1452912.19,15
2900,TULANE MEDICAL CENTER,80,1,1,36283,3820953.3699999996,810295.27,4
2901,TULARE REGIONAL MEDICAL CENTER,43,1,1,1744,1077465.8699999996,364764.14,0
2902,TULSA SPINE & SPECIALTY HOSPITAL,7,1,1,838,161121.97000000003,41947.9,20
2903,TUOMEY HEALTHCARE SYSTEM,90,1,1,8271,1615750.02,612492.1499999997,1
2904,TURNING POINT HOSPITAL,1,1,1,91,3720.44,3291.32,20
2905,TWIN CITIES COMMUNITY HOSPITAL,64,1,1,2812,4117390.350000001,420652.08,1
2906,TWIN CITIES HOSPITAL,34,1,1,1643,1327956.9600000002,142866.32999999996,7
2907,TWIN COUNTY REGIONAL HOSPITAL,54,1,1,2781,795230.0799999997,290557.0999999999,0
2908,TWIN LAKES REGIONAL MEDICAL CENTER,31,1,1,2051,392876.12,150565.06999999995,7
2909,TWIN RIVERS REGIONAL MEDICAL CENTER,48,1,1,3719,1035358.9200000002,214960.3699999999,0
2910,TYLER COUNTY HOSPITAL,17,1,1,449,146665.42,79709.13000000002,20
2911,TYLER MEMORIAL HOSPITAL,29,1,1,1177,269572.99999999994,95338.79999999997,7
2912,UAMS MEDICAL CENTER,102,1,1,87636,2134710.380000001,945700.9199999999,12
2913,UCSF MEDICAL CENTER,109,1,1,137390,8012192.42,1880707.6599999995,3
2914,UH GEAUGA MEDICAL CENTER,68,1,1,7634,1575267.6100000006,404945.71,14
2915,UHHS BEDFORD MEDICAL CENTER,59,1,1,2802,1156815.2600000002,292555.4,0
2916,UHHS RICHMOND HEIGHTS HOSPITAL,51,1,1,3111,742569.8100000002,283333.1899999999,0
2917,UINTAH BASIN MEDICAL CENTER,15,1,1,563,72777.73999999999,48621.32000000001,20
2918,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,45,1,1,2421,958717.3,306100.35999999987,0
2919,UMASS MEMORIAL MEDICAL CENTER INC,125,1,1,147177,3756769.4000000004,1510368.6200000008,9
2920,UMC OF SOUTHERN NEVADA,75,1,1,23798,3139793.779999999,762526.75,1
2921,UMDNJ UNIVERSITY HOSPITAL,62,1,1,16766,2894431.7600000002,825115.4700000002,1
2922,UNDERWOOD - MEMORIAL HOSPITAL,97,1,1,7820,5262786.750000004,716171.7599999999,16
2923,UNICOI COUNTY MEMORIAL HOSPITAL,19,1,1,400,175581.27000000002,124783.15000000001,20
2924,UNION GENERAL HOSPITAL,28,1,1,2010,222516.87999999995,127613.13,7
2925,UNION HOSPITAL,67,1,1,7511,484615.1499999999,297465.66,0
2926,UNION HOSPITAL INC,117,1,1,11366,2928880.1600000006,882552.4099999998,18
2927,UNION HOSPITAL OF CECIL COUNTY,61,1,1,2393,642505.75,604581.2300000001,14
2928,UNION MEMORIAL HOSPITAL,90,1,1,4260,1411398.7599999998,1331694.2399999998,18
2929,UNIONTOWN HOSPITAL,77,1,1,4334,648356.5899999997,429747.62000000005,14
2930,"UNITED HEALTH SERVICES HOSPITALS, INC",112,1,1,33599,2110975.930000001,872528.3700000003,4
2931,UNITED HOSPITAL,111,1,1,12791,3870187.629999998,982878.2500000005,16
2932,UNITED HOSPITAL CENTER,106,1,1,9189,1602056.1,734915.2100000001,1
2933,UNITED HSPTL SYS,91,1,1,8749,1977655.54,603584.8899999998,1
2934,UNITED MEDICAL CENTER,48,1,1,3673,1148961.05,362060.6099999999,0
2935,UNITED MEMORIAL MEDICAL CENTER,43,1,1,1764,428322.57999999996,189304.53000000006,7
2936,UNITED REGIONAL HEALTH CARE SYSTEM,103,1,1,8795,3301162.8399999985,869237.4399999996,18
2937,UNITED REGIONAL MEDICAL CENTER,26,1,1,2017,136555.04,94168.37999999998,7
2938,UNITY HEALTH CENTER,53,1,1,2977,646036.5900000004,280372.18,0
2939,UNITY HOSPITAL,79,1,1,3688,2145776.539999999,529553.7700000003,1
2940,UNITY HOSPITAL OF ROCHESTER,82,1,1,10466,1132176.4299999997,605155.8100000002,14
2941,UNITY MEDICAL AND SURGICAL HOSPITAL,9,1,1,576,111154.87,39301.600000000006,20
2942,UNIV OF SOUTH ALABAMA MEDICAL CENTER,21,1,1,1245,208601.84999999998,150938.61,7
2943,UNIVERSITY GENERAL HOSPITAL,21,1,1,1112,681105.84,144130.49999999997,7
2944,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,102,1,1,116515,2174936.559999998,1065444.2000000002,9
2945,UNIVERSITY HEALTH SYSTEM,51,1,1,8035,1132586.5299999996,565046.1700000002,14
2946,UNIVERSITY HOSPITAL,118,1,1,13541,2934191.080000001,926298.7000000007,18
2947,UNIVERSITY HOSPITAL ( STONY BROOK ),116,1,1,11236,4860451.319999999,1622233.7499999988,10
2948,UNIVERSITY HOSPITAL AND MEDICAL CENTER,77,1,1,4473,3841561.95,519279.04,1
2949,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),92,1,1,34711,1855688.3900000008,1395439.0699999998,4
2950,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,116,1,1,42122,3151434.7700000005,1311509.2700000005,15
2951,"UNIVERSITY HOSPITAL, INC",116,1,1,39731,3277506.95,1370095.7500000002,4
2952,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,25,1,1,494,564168.28,135020.16999999998,7
2953,UNIVERSITY HOSPITALS OF CLEVELAND,119,1,1,69865,3511657.8500000006,1269379.0399999998,15
2954,UNIVERSITY MEDICAL CENTER,112,3,3,14184,5489632.680000003,1567846.4700000011,13
2955,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,55,1,1,2937,1568101.0899999996,412258.37000000005,14
2956,UNIVERSITY MEDICAL CENTER AT PRINCETON,98,1,1,7319,3814828.159999999,753029.2900000003,18
2957,UNIVERSITY MEDICAL CENTER OF EL PASO,40,1,1,4257,681431.7100000001,289941.18999999994,0
2958,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,46,1,1,3130,458712.53,209767.47999999998,0
2959,UNIVERSITY OF ALABAMA HOSPITAL,115,1,1,16490,4214485.099999999,1159019.8800000001,16
2960,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",31,1,1,21238,289813.4399999999,124829.58,7
2961,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSIT, THE",104,1,1,33455,4140437.750000003,1348047.1900000004,4
2962,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,115,1,1,125081,9943475.820000002,1678208.5700000003,3
2963,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,76,1,1,92286,4969313.5200000005,907997.4099999999,15
2964,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,105,1,1,47870,3648043.6800000016,1394057.44,15
2965,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,110,1,1,139866,4628678.029999999,1291582.1500000001,9
2966,UNIVERSITY OF ILLINOIS HOSPITAL,91,1,1,82913,2662822.42,1106815.9099999997,12
2967,UNIVERSITY OF IOWA HOSPITAL & CLINICS,115,1,1,119706,3445458.469999999,1308799.7999999996,9
2968,UNIVERSITY OF KANSAS HOSPITAL,111,1,1,51501,4740102.63,1082513.86,15
2969,UNIVERSITY OF KENTUCKY HOSPITAL,119,1,1,20332,3675238.629999998,1342107.7300000007,16
2970,UNIVERSITY OF LOUISVILLE HOSPITAL,68,1,1,9228,1979733.7000000002,525391.6000000002,14
2971,UNIVERSITY OF MARYLAND MEDICAL CENTER,91,1,1,4637,1886574.4799999995,1780190.35,16
2972,UNIVERSITY OF MIAMI HOSPITAL,108,1,1,14951,6375177.579999999,1071904.4100000001,10
2973,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,122,1,1,44989,4123514.320000001,1685760.27,15
2974,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",105,1,1,73800,4018003.2800000007,1367383.28,15
2975,UNIVERSITY OF MISSISSIPPI MED CENTER,106,1,1,17128,3106324.77,1176259.2400000002,16
2976,UNIVERSITY OF MISSOURI HEALTH CARE,108,1,1,101564,3015138.250000001,982855.3300000003,9
2977,UNIVERSITY OF NORTH CAROLINA HOSPITAL,118,1,1,69264,2462708.539999999,1420294.4200000002,15
2978,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,45,1,1,30676,839898.2299999999,205248.3699999999,0
2979,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,92,1,1,19743,2372748.36,1512358.4400000006,4
2980,UNIVERSITY OF TN MEMORIAL HOSPITAL,112,1,1,16331,2936254.869999999,941527.8299999997,18
2981,UNIVERSITY OF TOLEDO MEDICAL CENTER,110,1,1,39698,3506176.250000001,1199812.9,4
2982,UNIVERSITY OF VIRGINIA MEDICAL CENTER,118,1,1,155759,3915092.29,1431902.41,9
2983,UNIVERSITY OF WASHINGTON MEDICAL CTR,85,1,1,85571,2124247.0599999996,1128667.2600000002,12
2984,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,115,1,1,149784,3210625.320000001,1482762.480000001,9
2985,UNM HOSPITAL,91,1,1,68851,2029012.7799999998,1026752.9200000003,12
2986,UPMC BEDFORD,19,1,1,1219,111983.43,59032.22,20
2987,UPMC HAMOT,96,1,1,10119,4456101.749999998,941595.6200000005,16
2988,UPMC HORIZON,70,1,1,8091,961840.3300000002,317403.75000000006,14
2989,UPMC MCKEESPORT,77,1,1,3623,1511576.9699999995,594288.0500000003,14
2990,UPMC MERCY,91,1,1,7163,2422526.879999999,897010.1500000006,18
2991,UPMC NORTHWEST,74,1,1,6189,770927.5700000001,332647.73000000004,14
2992,UPMC PASSAVANT,103,1,1,8232,2957512.37,665807.1100000001,18
2993,UPMC PRESBYTERIAN SHADYSIDE,128,1,1,67084,7711818.79,1304056.0599999998,3
2994,UPMC ST MARGARET,95,1,1,10960,2460671.2999999993,705391.1300000004,1
2995,UPPER CHESAPEAKE MEDICAL CENTER,91,1,1,4734,1110914.9100000001,1049670.2299999997,1
2996,UPPER VALLEY MEDICAL CENTER,73,1,1,4779,2041589.6599999995,473194.56000000023,14
2997,UPSON REGIONAL MEDICAL CENTER,52,1,1,4479,652854.6800000002,257685.63999999987,0
2998,UPSTATE CAROLINA MEDICAL CENTER,51,1,1,2758,874814.3100000002,208288.08000000007,0
2999,USMD HOSPITAL  AT FORT WORTH LP,3,1,1,94,158265.18,44490.0,20
3000,USMD HOSPITAL AT ARLINGTON L P,9,1,1,413,254987.15000000002,61760.58,20
3001,UT SOUTHWESTERN UNIVERSITY HOSPITAL,93,1,1,21136,3527400.769999998,970957.8799999998,4
3002,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,16,1,1,2127,273057.77,85111.02999999998,20
3003,UTAH VALLEY REGIONAL MEDICAL CENTER,84,1,1,6095,1784297.9200000006,688162.9000000001,1
3004,UVA HEALTH SCIENCES CENTER,1,1,1,18,211922.0,50552.61,20
3005,UVALDE MEMORIAL HOSPITAL,32,1,1,3819,310980.73000000004,125691.64000000003,7
3006,UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,33,1,1,15641,306925.58999999997,131563.97999999998,7
3007,VAIL VALLEY MEDICAL CENTER,12,1,1,1060,165004.48000000004,88106.62000000001,20
3008,VAL VERDE REGIONAL MEDICAL CENTER,38,1,1,1548,574811.0299999999,206701.02,7
3009,VALDESE GENERAL HOSPITAL INC,40,1,1,10320,689515.6299999997,169947.3,0
3010,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,1,1,1,154,4368.51,4244.3,20
3011,VALLEY GENERAL HOSPITAL,22,1,1,1414,138691.08000000002,59728.4,20
3012,VALLEY HOSPITAL,123,2,2,22675,5795215.02,1441020.4899999988,5
3013,VALLEY HOSPITAL MEDICAL CENTER,92,1,1,4483,6077010.490000001,899951.5599999995,16
3014,VALLEY MEDICAL CENTER,101,1,1,21371,2933051.599999999,924657.0700000003,4
3015,VALLEY PRESBYTERIAN HOSPITAL,79,1,1,10246,3445001.139999999,916182.5200000001,18
3016,VALLEY REGIONAL MEDICAL CENTER,73,1,1,3975,4175247.7700000023,679486.68,18
3017,VALLEY VIEW HOSPITAL ASSOCIATION,22,1,1,1539,357953.27999999997,131634.71999999994,7
3018,VALLEY VIEW MEDICAL CENTER,45,2,2,3517,1249382.92,305165.4,11
3019,VALLEY VIEW REGIONAL HOSPITAL,46,1,1,4110,586503.8000000002,257503.80999999997,0
3020,VALLEYCARE MEDICAL CENTER,57,1,1,2738,4549036.539999999,656826.9800000001,1
3021,VAN WERT COUNTY HOSPITAL,23,1,1,2497,221245.53,119351.16,7
3022,VANDERBILT UNIVERSITY HOSPITAL,124,1,1,99526,4329465.780000002,1245995.9900000005,3
3023,VASSAR BROTHERS MEDICAL CENTER,114,1,1,11342,4189612.7399999993,992626.0000000003,16
3024,VAUGHAN REG MED CENTER PARKWAY CAMPUS,68,1,1,3855,1816274.16,513620.7999999998,14
3025,VENICE REGIONAL MEDICAL CENTER,112,1,1,19882,4109045.95,780928.4600000004,16
3026,VENTURA COUNTY MEDICAL CENTER,38,1,1,11418,968262.5499999998,284761.11000000016,0
3027,VERDE VALLEY MEDICAL CENTER,51,1,1,4575,2380467.6,568872.0199999999,14
3028,VERDUGO HILLS HOSPITAL,58,1,1,2929,1400124.8399999999,308247.7300000001,0
3029,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",72,1,1,7953,4041425.759999999,646361.07,1
3030,VHS HARLINGEN HOSPITAL COMPANY LLC,107,1,1,9949,3651804.709999999,957444.9100000003,16
3031,VIA CHRISTI HOSPITAL PITTSBURG INC,51,1,1,9244,933530.3999999998,277625.24000000005,0
3032,VIA CHRISTI HOSPITAL WICHITA ST TERESA INC,19,1,1,374,455374.97000000003,96870.46,7
3033,VIA CHRISTI HOSPITALS WICHITA INC,116,1,1,18081,3759057.340000001,954098.6399999999,16
3034,VICTOR VALLEY COMMUNITY HOSPITAL,21,1,1,505,618861.5299999998,182622.73000000004,7
3035,VIERA HOSPITAL,6,1,1,84,172049.05000000002,38018.48,20
3036,VILLAGE HOSPITAL,25,1,1,1596,372024.68999999994,159161.71,7
3037,"VILLAGES REGIONAL HOSPITAL, THE",115,1,1,9076,3119659.8400000012,741673.4199999996,18
3038,VIRGINIA HOSPITAL CENTER - ARLINGTON,112,1,1,11843,2226040.8800000004,880706.86,18
3039,VIRGINIA MASON MEDICAL CENTER,92,1,1,101541,1950600.9400000004,922140.8899999998,12
3040,VIRGINIA REGIONAL MEDICAL CENTER,27,1,1,1372,231004.41,125443.24000000003,7
3041,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,105,1,1,7339,6371802.589999997,920074.3500000002,16
3042,VIRTUA WEST JERSEY HOSPITALS BERLIN,117,1,1,18749,7140086.15,1033053.7099999997,10
3043,VISTA MEDICAL CENTER EAST,98,1,1,6447,4308790.389999998,762652.04,18
3044,VOLUNTEER COMMUNITY HOSPITAL,30,1,1,1530,654987.1799999998,130727.45,7
3045,W O MOSS REGIONAL MEDICAL CENTER,8,1,1,810,5842.02,5124.840000000001,20
3046,W W HASTINGS INDIAN HOSPITAL,10,1,1,131,71716.25,67865.2,20
3047,WACCAMAW COMMUNITY HOSPITAL,89,1,1,10361,1664133.5099999995,453973.2600000001,1
3048,WADLEY REGIONAL MEDICAL CENTER,82,1,1,4081,2201483.6699999985,590875.6499999999,1
3049,WAGONER COMMUNITY HOSPITAL,18,1,1,810,130085.90000000001,75349.89000000001,20
3050,WAHIAWA GENERAL HOSPITAL,24,1,1,570,267252.17000000004,171842.85000000003,7
3051,"WAKEMED, CARY HOSPITAL",87,1,1,4570,2315411.65,572146.08,1
3052,"WAKEMED, RALEIGH CAMPUS",120,1,1,37716,3759358.849999998,1069836.0100000002,4
3053,WALKER BAPTIST MEDICAL CENTER,65,1,1,2882,1623135.990000001,401562.3700000001,14
3054,WALLA WALLA GENERAL HOSPITAL,25,1,1,1792,333874.1400000001,97729.70000000001,7
3055,WALLACE THOMSON HOSPITAL,37,1,1,2074,501481.9199999999,155767.92,7
3056,WALTON REGIONAL MEDICAL CENTER,42,1,1,1454,692106.7499999999,224110.93000000005,0
3057,WARREN GENERAL HOSPITAL,46,1,1,15342,513346.4899999999,218357.18999999997,0
3058,WARREN MEMORIAL HOSPITAL,34,1,1,1457,258847.31,184298.48000000004,7
3059,WASHINGTON ADVENTIST HOSPITAL,81,1,1,3887,1142817.8199999996,1075778.9800000002,1
3060,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,21,1,1,1117,217786.0,118146.02,7
3061,WASHINGTON HOSPITAL,97,1,1,6756,10561991.450000003,1320298.6799999983,10
3062,WASHINGTON HOSPITAL CENTER,127,1,1,71910,4275461.109999999,1291759.0500000007,15
3063,"WASHINGTON HOSPITAL, THE",90,1,1,6164,1405079.7100000007,629401.9099999997,1
3064,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,99,1,1,9265,2620785.269999999,703807.1,18
3065,WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER,39,1,1,2710,338339.8800000001,148062.16999999998,7
3066,WATAUGA MEDICAL CENTER,71,1,1,8805,957687.4399999998,493528.6200000001,14
3067,WATERBURY HOSPITAL,97,1,1,13302,3645486.859999999,939177.58,18
3068,WATSONVILLE COMMUNITY HOSPITAL,49,1,1,3312,3179737.69,455243.1199999999,14
3069,WAUKESHA MEMORIAL HOSPITAL,113,1,1,22743,2763876.909999999,886871.4200000002,4
3070,WAYNE GENERAL HOSPITAL,32,1,1,1050,212704.93000000005,133824.77000000002,7
3071,WAYNE HOSPITAL,37,1,1,2434,418826.82000000007,187197.72,7
3072,WAYNE MEDICAL CENTER,20,1,1,632,139518.63,86364.7,20
3073,WAYNE MEMORIAL HOSPITAL,103,3,3,15831,2584062.1599999988,1313773.3400000005,13
3074,WAYNESBORO HOSPITAL,37,1,1,2131,572655.99,228702.88000000003,7
3075,WEATHERFORD REGIONAL MEDICAL CENTER,65,1,1,3510,1409480.0700000008,324730.57999999996,14
3076,WEBSTER GENERAL HOSPITAL/SWING BED,23,1,1,959,308711.50999999995,110861.80000000003,7
3077,WEDOWEE HOSPITAL,10,1,1,242,111183.15999999999,41194.58,20
3078,WEIRTON MEDICAL CENTER,64,1,1,5170,707066.3999999998,316479.36999999994,0
3079,WELCH COMMUNITY HOSPITAL,10,1,1,673,56592.27,69364.15000000001,20
3080,WELLINGTON REGIONAL MEDICAL CENTER,63,1,1,3313,1723371.08,397898.9200000002,14
3081,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,106,1,1,12507,2151528.0000000005,711830.0699999997,18
3082,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,24,1,1,928,187368.24999999997,97926.84999999999,7
3083,WELLMONT HOLSTON VALLEY MEDICAL CENTER,112,1,1,13957,2432913.8500000015,789281.4999999999,18
3084,WELLMONT LONESOME PINE HOSPITAL,38,1,1,1660,424052.5400000001,164514.12,7
3085,WELLSTAR COBB HOSPITAL,111,1,1,9178,3546615.390000002,978674.52,16
3086,WELLSTAR DOUGLAS HOSPITAL,72,1,1,3727,1822496.2,462040.34999999986,14
3087,WELLSTAR KENNESTONE HOSPITAL,123,1,1,19881,3821795.4100000006,968661.61,16
3088,WELLSTAR PAULDING HOSPITAL,35,1,1,2088,499071.85000000003,146337.50000000003,7
3089,WENATCHEE VALLEY HOSPITAL,17,1,1,11549,104008.62999999999,48660.55000000001,20
3090,WENTWORTH-DOUGLASS HOSPITAL,91,1,1,17082,1953000.5999999999,593213.5499999998,1
3091,WESLEY MEDICAL CENTER,114,2,2,15281,8358789.570000001,1583987.3699999992,5
3092,WESLEY WOODS GERIATRIC HOSPITAL,23,1,1,2461,230248.75,88311.55000000003,7
3093,WEST ANAHEIM MEDICAL CENTER,61,1,1,2327,2620364.7899999996,556014.0,14
3094,WEST BOCA MEDICAL CENTER,59,1,1,2426,1783415.0300000003,345769.68,14
3095,WEST BRANCH REGIONAL MEDICAL CENTER,50,1,1,5465,338306.08999999997,218223.55000000005,0
3096,WEST CALCASIEU CAMERON HOSPITAL,51,1,1,3095,827642.4999999998,258254.43999999997,0
3097,WEST CARROLL MEMORIAL HOSPITAL,19,1,1,812,88045.01999999999,63240.49,20
3098,WEST CHESTER MEDICAL CENTER,62,1,1,3058,1437038.3900000008,367046.9199999998,14
3099,WEST FLORIDA HOSPITAL,105,1,1,8607,5291643.050000001,779097.0500000004,16
3100,WEST GEORGIA MEDICAL CENTER,77,1,1,4917,1322739.1400000004,482098.13000000006,14
3101,WEST HILLS HOSPITAL & MEDICAL CENTER,83,1,1,3553,6971985.370000002,801815.3699999999,16
3102,WEST HOUSTON MEDICAL CENTER,73,1,1,4957,2964261.4199999995,604714.6000000001,1
3103,WEST JEFFERSON MEDICAL CENTER,81,1,1,5162,2399995.34,627060.77,1
3104,WEST KENDALL BAPTIST HOSPITAL,6,1,1,108,341731.1099999999,50822.12,20
3105,WEST SUBURBAN MEDICAL CENTER,74,1,1,4960,2134997.0499999993,657823.7900000003,1
3106,WEST VALLEY HOSPITAL,56,1,1,1618,1499085.9599999995,429100.9299999999,14
3107,WEST VALLEY MEDICAL CENTER,39,1,1,2234,530324.5099999999,182025.61000000002,7
3108,WEST VIRGINIA UNIVERSITY HOSPITALS,111,1,1,17695,2750787.5800000005,1139620.7800000005,4
3109,"WESTBURY COMMUNITY HOSPITAL, LLC",1,1,1,553,9132.27,4637.27,20
3110,WESTCHESTER GENERAL HOSPITAL,48,1,1,2412,1113018.85,456378.7300000001,0
3111,WESTCHESTER MEDICAL CENTER,75,1,1,2001,6923467.690000001,1723670.8,10
3112,WESTERLY HOSPITAL,52,1,1,4651,648713.8999999999,259373.50000000006,0
3113,WESTERN ARIZONA REGIONAL MEDICAL CTR,77,1,1,5232,4973487.99,567913.78,18
3114,WESTERN BAPTIST HOSPITAL,112,1,1,8649,2215738.93,766706.6499999999,18
3115,WESTERN MARYLAND REGIONAL MEDICAL CENTER,97,1,1,5793,1324972.54,1247298.61,18
